Post URL,Shortcode,Date,Caption,Media Type,Media URL,Likes,Comments
https://www.instagram.com/p/DDQ28HmIkQo/,DDQ28HmIkQo,2024-12-07 04:17:28,"Bollywood actress Deepika Padukone, who recently welcomed her first child, a baby girl, with husband Ranveer Singh, made a surprise appearance at Punjabi singer and actor Diljit Dosanjh's concert in Bengaluru on Friday, December 6.   The event created a buzz on social media as pictures and videos of Deepika enjoying the concert went viral.  Read more: LINK IN BIO . . . #diljitdosanjh #deepikapadukone #musicconcert #musicshow #bollywood #bollywoodnews #Entertainment #diljitdosanjhfans",Video,https://instagram.fbom3-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQP-zoP_0_TJTYxSPn1PfR7Jbktt8LhBxtPjK45fXGQ4rd-d1eUx9H1SQtWDddc0_FpjK3dNPDvNR617hSSIjD8k0hniIaPBI845Ycc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=106&vs=938040667757293_2072400141&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82MjQ3RUZDNTY5QUU5Nzg3OEFCMThDMDVERDZFOENCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dBSDAtaHRhbndTWHJQWmxBS04zdmdrZU5HNU1icV9FQUFBRhUCAsgBACgAGAAbABUAACbAxvCsv%2FfSPxUCKAJDMywXQFOGZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&ccb=9-4&oh=00_AYAc6RrSOriWdDK5XZnl5rlDKTVMejHGdwcdD3htgvOjAw&oe=67572B7E&_nc_sid=8f1549,1687,5
https://www.instagram.com/p/DDTkw98Stu9/,DDTkw98Stu9,2024-12-08 05:35:42,"Nearly a year after the BMC secured Coastal Regulation Zone clearances from the Ministry of Environment, Forest, and Climate Change for the cable-stayed bridge connecting Madh and Versova island in the western suburbs, crucial approvals remain pending.   The civic body is still awaiting key permissions from the Forest Department and the High Court (HC), as the project will affect mangroves in the region.  First proposed in 2015, the bridge project received blueprint approval after five years of planning.   Designed as a part cable-stayed structure, the bridge will span 2.06 kilometers across Versova Creek.  It will feature four lanes, and connect Amaranth Road, near Versova Koliwada, to Madh Jetty.  Read the full story by Shefali Parab-Pandit on The Free Press Journal. . . . #Mumbai #MumbaiNews #Versova #Andheri #MadhIsland #BMC #Maharashtra",Image,https://instagram.fbom3-2.fna.fbcdn.net/v/t39.30808-6/469439901_122156216828322759_5859927184788945315_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fbom3-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=LujDEVs4ZBcQ7kNvgHeCOva&_nc_gid=6e31a4bed6a945aeae0f973f9e523672&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzUxODMxNzQxMTg0ODIxODM3OA%3D%3D.3-ccb7-5&oh=00_AYAYbtQcXWqE3BO3YJHljVGMHDG2isswo2LuarWI2X3kYQ&oe=675B0ADB&_nc_sid=8f1549,100,0
