username,postshortcode,comment_id,comment,comment_likes_count,comment_time
deepchahlal,DCd_gFVzyNi,17864874780266757,😍😍,0,2024-11-24 11:20:24
pawan__fit_,DCbctB6TOPk,17851575000344418,Pushpa 2❤️,0,2024-12-01 18:33:52
varun_fzk__786,DCbctB6TOPk,17890553475130162,😂😂 kya likho,0,2024-11-27 03:22:03
sonam33466,DCbctB6TOPk,17946331997872888,😍😍,0,2024-11-17 03:25:49
manavkhowal05,DCbctB6TOPk,18035667272353402,❤️,0,2024-11-16 17:21:41
kabi_rsingh771,DCbctB6TOPk,18043618087928344,😮,0,2024-11-16 15:13:13
veresh_rajput,DCbctB6TOPk,18071297368626505,Hi,0,2024-11-16 14:16:00
monukumar_maurya_,DCbctB6TOPk,18021569639627262,👏👏👏,0,2024-11-16 13:44:46
indrajeet_singh_jatwara,DCbctB6TOPk,18056425444895638,So beautiful ❤️,0,2024-11-16 12:48:00
vipul_saharan_kabaddi,DCV0iA2CdGI,17890452156132559,🔥,0,2024-12-11 18:28:29
sunilkumarsunil_7671,DCV0iA2CdGI,18059260618884396,❤️❤️❤️❤️❤️,0,2024-12-04 10:24:56
yaduwanshi_sarvesh_123,DCV0iA2CdGI,18382813738096623,💋💋,0,2024-11-27 04:35:10
_ravi_may,DCV0iA2CdGI,18121118632406526,Haaye,0,2024-11-27 00:15:19
ashu._.rajputtt,DCV0iA2CdGI,18013584737417695,❤️,1,2024-11-20 07:42:56
surendra4306singh,DCV0iA2CdGI,17879635584183941,❤️❤️❤️❤️❤️❤️❤️,1,2024-11-19 11:15:21
sonu__jaat__00001,DCV0iA2CdGI,18079852354559871,Haye 🥰🤭😂,2,2024-11-19 03:49:33
aman_harshana_gurjar,DCV0iA2CdGI,18063104905774204,😍😍😍😍,1,2024-11-18 09:49:20
rvdhakad01,DCV0iA2CdGI,17872246335145875,Hamari taraf ki ladkiyo se to kaphi achhi ho,1,2024-11-17 07:13:55
amans.ingh2617,DCV0iA2CdGI,18046862456021312,Beautiful,1,2024-11-16 17:53:45
hey_handsome_777,DCO7XWRCoMo,18105902023460578,Mujhe aapse kuchch kehna hai,0,2024-12-16 13:26:48
hey_handsome_777,DCO7XWRCoMo,18122073481404170,Suniye ❤️❤️❤️,0,2024-12-16 13:26:31
sunilkumarsunil_7671,DCO7XWRCoMo,18023311634554425,Beautiful parjapati ji,0,2024-12-04 10:25:17
shankarbhopal,DCO7XWRCoMo,18045526592318250,❤️❤️❤️,0,2024-11-29 22:17:41
kannukannu139,DCO7XWRCoMo,17996661989546839,❤️❤️❤️,0,2024-11-23 14:58:39
mr_taz_x,DCO7XWRCoMo,18062130337772395,Hyy  dm me,0,2024-11-23 11:04:40
_pawanyadav.123t5188,DCO7XWRCoMo,17877355128195828,Bahut Khubsurat lagti Ho❤️❤️❤️❤️,0,2024-11-23 05:41:04
oye_sun_pagel0,DCO7XWRCoMo,18000372608702059,❤️❤️❤️❤️,1,2024-11-21 10:07:22
jack5093487,DCO7XWRCoMo,18055592668917271,Anwser dear inbox,0,2024-11-21 07:56:10
mr_anup_singer_295,DCJSlpWzdw5,18065776369796779,❤️,0,2024-12-21 12:29:13
robin_chaudhary_7286,DCJSlpWzdw5,17994762029568366,Nice,0,2024-11-28 17:51:04
robin_chaudhary_7286,DCJSlpWzdw5,17985895238762267,So cute g,1,2024-11-28 17:51:03
gurdeep_saini92,DCJSlpWzdw5,17944778027912943,🔥🔥,0,2024-11-27 04:44:30
deepchahlal,DCJSlpWzdw5,18027147302529606,Very nice eyes 🧿🧿🧿👌👌👌,1,2024-11-24 11:20:44
insta_hero_21_,DCJSlpWzdw5,17977449440645010,🔥🔥,1,2024-11-23 16:01:52
g.s_5911,DCJSlpWzdw5,17950065950893878,😍❤️😍,0,2024-11-21 05:29:39
bluexsky.___,DCJSlpWzdw5,18320838457080912,Prajapati ho Aap,1,2024-11-19 03:09:29
ram_rohilla27938,DCJSlpWzdw5,18071878012720159,,1,2024-11-18 17:12:47
imran_r3x,DCCdQ-tzBqk,18015034010661653,😂😂😂 haha,0,2024-12-29 17:35:06
naveenkumar_0018,DCCdQ-tzBqk,18474473335025371,There are so few clothes that I can praise her.🤔🤔🤔,0,2024-12-24 17:44:03
ambarsariya7182,DCCdQ-tzBqk,18362789032143945,🔥🔥,0,2024-11-22 04:31:55
oye_sun_pagel0,DCCdQ-tzBqk,18206920126291200,❤️❤️❤️,0,2024-11-21 10:07:35
nathiram_prajapati,DCCdQ-tzBqk,17876058204196006,🙏🙏,0,2024-11-16 15:09:47
monukumar_maurya_,DCCdQ-tzBqk,18066064534670578,Nice,0,2024-11-16 13:45:01
manojchopra7819,DCCdQ-tzBqk,17871546846228928,🔥🔥🔥🔥,0,2024-11-15 18:46:28
manojchopra7819,DCCdQ-tzBqk,18042759245328053,❤️❤️❤️❤️,0,2024-11-15 18:46:24
manojchopra7819,DCCdQ-tzBqk,17887142037113166,Sooooo beautiful ❤️ I like you,0,2024-11-15 18:46:16
gulshan.officel.in,DCCdQ-tzBqk,17889339426108272,Beautiful 🔥,0,2024-11-15 17:07:34
bhushan_maheshwari_,DB4QE79B0NV,18065808067645245,AAP kaha se ho,1,2024-12-25 18:10:53
bhushan_maheshwari_,DB4QE79B0NV,18260368186257117,So cute,1,2024-12-24 17:05:59
naveenkumar_0018,DB4QE79B0NV,18058245310746152,aap ki kitni. Katil. Aakhe h aayeee hayeee❤️❤️,1,2024-12-24 16:33:31
rajkumardubay198511,DB4QE79B0NV,18017823524401728,Beautiful ❤️❤️,0,2024-12-23 05:50:37
sabhisingh751,DB4QE79B0NV,18044827991157357,Beautiful 😍,0,2024-11-26 13:44:40
rahulsharma2793,DB4QE79B0NV,18026654657247991,🔥👏,1,2024-11-23 12:34:30
rashidsiddiqui6234,DB4QE79B0NV,18115120981422167,Innocent eye's ❤️❤️,1,2024-11-21 06:16:08
g.s_5911,DB4QE79B0NV,18122054173398582,😍❤️,1,2024-11-21 05:29:52
luckysakhana,DB4QE79B0NV,17858928783294062,Awesome 😍😍,1,2024-11-21 02:58:42
tannu.ajaj,DB4QE79B0NV,18146516335345295,Hm,1,2024-11-20 15:42:36
ambarsariya7182,DB1dHDHi_h3,18050966179969846,❤️❤️❤️,0,2024-11-24 04:22:09
jayanti_devi001,DB1dHDHi_h3,18360968305186853,More beautiful Heart touching Sweet dreams Queen 💖🔥✨✨✨,0,2024-11-13 16:13:32
vishaldubey5501,DB1dHDHi_h3,18078040471559974,😂😂,0,2024-11-11 10:54:16
avinashpatel230,DB1dHDHi_h3,17857748988242651,Nice look aunty,0,2024-11-10 19:03:36
official_veenu_0006,DB1dHDHi_h3,18311223457167125,👏👏👏👏,0,2024-11-10 11:14:54
mr_aabi_5,DB1dHDHi_h3,18100774480460569,🔥🔥🔥,0,2024-11-10 06:01:53
mr_aabi_5,DB1dHDHi_h3,18468082384001556,😍😍😍,0,2024-11-10 06:01:52
sumantparashar5,DB1dHDHi_h3,17878569288189535,Nice😍😍,1,2024-11-09 17:47:53
terafouji01,DB1dHDHi_h3,17998404677686734,😍😍,0,2024-11-09 07:09:37
wasimakramkhokarkhariya,DB1dHDHi_h3,18362859985118227,😍😍😍,0,2024-11-09 07:06:41
tis_suman6070,DB1M2h7Cpkg,18292968949239997,😂😂😂,0,2024-12-19 09:51:13
rohit_pawar1600,DB1M2h7Cpkg,17919996750001797,Nice video 🔥🔥,0,2024-12-15 20:59:06
mr_lucky_sagar_alone_boy,DB1M2h7Cpkg,17917505222924660,So beautiful 😍,0,2024-12-03 12:07:15
gurdeep_saini92,DB1M2h7Cpkg,18121586644395946,❤️❤️❤️,0,2024-11-27 04:44:44
rajender.sidhu,DB1M2h7Cpkg,18083206933545935,🔥🔥🔥,1,2024-11-20 03:33:47
sudarshan.rajput.94695,DB1M2h7Cpkg,18072355861612712,Bpk👌👌👍,1,2024-11-09 14:07:00
wasimakramkhokarkhariya,DB1M2h7Cpkg,17865555063184837,❤️❤️❤️,1,2024-11-09 07:06:47
jack.y6060,DB1M2h7Cpkg,17923388126995039,,1,2024-11-09 02:11:08
saijad_mansuri,DB1M2h7Cpkg,18042668120512809,❤️,1,2024-11-08 02:59:02
piyush_85120,DB1M2h7Cpkg,18110184985430484,Sonu Jaat Jo land ki tarah dikhta hai vah tumhara Banda hai,0,2024-11-07 19:23:24
balkarsingh678901,DBy_FhHCcuk,17966650565817073,🔥🔥,0,2024-12-03 22:17:24
_ravi_may,DBy_FhHCcuk,18144650284356757,Girlfriend banogi?,0,2024-11-27 00:15:46
yaar_haryana_t_rh,DBy_FhHCcuk,18075420703584153,Sachi me kya 🔥🔥🔥🔥🔥,2,2024-11-12 07:56:44
oye_sun_pagel0,DBy_FhHCcuk,18045504959031793,❤️❤️❤️❤️,1,2024-11-08 17:12:28
__jitu___tiwari__,DBy_FhHCcuk,17859902145275895,O wowww😮,2,2024-11-08 12:37:51
sonu__jaat__00001,DBy_FhHCcuk,17866361541247926,Such mai bhut 👻 lag rhi hai be 😂,3,2024-11-07 09:51:47
aryaa2415,DBy_FhHCcuk,18076767262604940,👻,1,2024-11-06 18:10:19
loyal_rb0707,DBy_FhHCcuk,17888557977050149,So cute and beautiful ❤️,2,2024-11-06 04:28:30
su.shil626,DBy_FhHCcuk,18121368253399638,So beautiful sweet baby girl uuuummmmmmma 💋💋💋💋💋💋,1,2024-11-06 01:46:11
official_gombi_56,DBvk4eSzxF3,17998233140707667,Hlo❤️,0,2024-12-20 14:23:50
sakib_khan_1230,DBvk4eSzxF3,18048615371057390,🔥🔥🔥🔥,0,2024-11-09 21:48:37
anu.j8979,DBvk4eSzxF3,17978882183783429,🔥🔥🔥,0,2024-11-07 16:01:14
silent__and_secure,DBvk4eSzxF3,18089024704512893,आप अपनी मॉम पर गए हो ना❤️😘🥰🥰🥰❣️🌹,1,2024-11-05 06:03:32
deepu_kumar_baghel,DBoC8S4i5fJ,18028037096265820,😂😂😂,0,2024-12-22 11:21:52
veer1788990,DBoC8S4i5fJ,18023457332315014,Hi,0,2024-12-03 18:38:21
deshi_hr.77,DBoC8S4i5fJ,18279743395243869,😂😂 acha r 🔥nagan 🥰👌 das bhi liya krh ya nhi jhrili ji 😜,0,2024-11-23 06:23:28
ashish_v_m_e_,DBoC8S4i5fJ,18283275139243633,❤️❤️🙌🙌🙌🙌,0,2024-11-21 06:57:46
dhruv_negi_6307,DBoC8S4i5fJ,18078250042562901,Hyy,0,2024-11-18 14:41:39
mangleshkumar2,DBoC8S4i5fJ,18058419679712686,😝😝😝,0,2024-11-15 17:56:25
bhagatchanderbhagat,DBoC8S4i5fJ,17948965511767062,,0,2024-11-14 06:47:41
just.you.me001,DBoC8S4i5fJ,18047729618076263,🔥🔥❤️❤️,0,2024-11-12 18:25:06
sakib_khan_1230,DBoC8S4i5fJ,17853242424320281,🔥🔥🔥,0,2024-11-09 21:49:03
parveen.1804109,DBoC8S4i5fJ,18030165281390431,❤️,0,2024-11-09 02:18:49
veer1788990,DBniMXDCSzU,18346829872132469,Hi AAp se baat ho sakti h,0,2024-12-03 18:38:10
rajesh_chahal19,DBniMXDCSzU,18112325245437510,❤️❤️❤️l,0,2024-11-20 09:28:03
ravi_004__,DBniMXDCSzU,18034887272346474,Att 🔥,0,2024-11-17 02:31:14
bhagatchanderbhagat,DBniMXDCSzU,18024286238265584,,0,2024-11-14 06:48:18
santosh_prajapati6753,DBniMXDCSzU,17949134912763913,😍,0,2024-11-13 12:56:10
santosh_prajapati6753,DBniMXDCSzU,18112315411424878,Hii,0,2024-11-13 12:56:08
cra.zyboy7924,DBniMXDCSzU,18031674188520694,Hi,0,2024-11-13 07:47:11
itz_13_kohinoor_salmani_4226,DBniMXDCSzU,17956676405731137,Plz,1,2024-11-13 06:59:10
itz_13_kohinoor_salmani_4226,DBniMXDCSzU,17935176272827000,Mere se baat karu,1,2024-11-13 06:58:56
i__m__devil__on__my__world___,DBniMXDCSzU,18022286660296046,😂,0,2024-11-12 00:14:33
akshay__.162,DBf4WkCTHTW,17884985418172074,"Can we talk,.",0,2024-12-11 03:21:41
rajender.sidhu,DBf4WkCTHTW,17897493954011741,So pretty ❤️,0,2024-11-20 03:33:57
it_ankitduvey_,DBf4WkCTHTW,17912379600030803,Butey queen ❤️❤️,0,2024-11-18 04:50:01
mistar_ali89,DBf4WkCTHTW,18043674731277673,🔥🔥🔥🔥 tum to aag hu kiya tait jism hai 🔥😍,0,2024-11-09 17:35:02
bad_boy__yamraj,DBf4WkCTHTW,17863016832200866,Hlo,0,2024-11-09 08:24:13
bad_boy__yamraj,DBf4WkCTHTW,18469795213031573,hyy,0,2024-11-09 08:24:10
abhishaklamror_0021,DBf4WkCTHTW,17910990530943110,😢😢😢,0,2024-11-08 14:08:06
prince_ajay_3859,DBf4WkCTHTW,18045465842493206,❤️❤️❤️,1,2024-11-07 08:03:12
satish_kumar_9911,DBf4WkCTHTW,18132988477375461,Kha say ho delhi m,1,2024-11-06 01:46:33
babusufiyan_,DBf4WkCTHTW,18050580295797941,❤️❤️,1,2024-11-05 12:54:00
him_ansh_98,DBYghuHzEk1,17897731227021802,😍😍,0,2024-12-20 08:19:31
sabhisingh751,DBYghuHzEk1,18374659084105488,Nice 👌👌👌👌🧐,0,2024-11-26 13:45:22
somuyadav576,DBYghuHzEk1,18206901127292577,👏👏,0,2024-11-13 14:01:30
rahul_jat__5555,DBYghuHzEk1,18063436240685896,🧐🧐🧐,0,2024-11-10 06:22:25
mistar_ali89,DBYghuHzEk1,18121910164398740,Mast lag rehe hu 😍,0,2024-11-09 17:34:32
tufail__choudhary,DBYghuHzEk1,18068865001638845,Fabulous 😍,1,2024-11-09 17:19:55
shailender5214,DBYghuHzEk1,18034840025071177,Beautyful ❤️,0,2024-11-08 12:08:18
tanvii___thakur,DBYghuHzEk1,18082117156527426,🔥,2,2024-11-01 13:21:11
iam_rajib_official,DBYghuHzEk1,17945897978886039,Omg 🔥,1,2024-10-31 04:51:53
itz_13_kohinoor_salmani_4226,DBTU4JACoVA,17891853630035475,Hy,1,2024-11-13 06:53:05
nishant_raj_up_15_6206,DBTU4JACoVA,18060895423697264,Hello,1,2024-11-03 09:05:45
sonam33466,DBTU4JACoVA,18041338313157569,🔥🔥,2,2024-10-23 04:52:02
puri6639,DBTU4JACoVA,18318338089080059,🔥🔥,1,2024-10-20 09:43:11
sheoran_shab_267,DBTU4JACoVA,18042451916486547,Hello,1,2024-10-19 14:55:09
faridabad623,DBTU4JACoVA,17885284410129222,Nice pic,1,2024-10-19 11:07:47
angad2865kumar,DBI8A0bzfS7,17992472597740044,So sweet and beautiful looking 🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️,0,2024-12-11 17:43:23
tufail__choudhary,DBI8A0bzfS7,18464309809062826,So cute yrr❤️👏,0,2024-11-09 17:20:14
arpit_nagar,DBI8A0bzfS7,18041574223952481,So cuteeee,0,2024-11-08 06:33:30
ankur.solanki8447,DBI8A0bzfS7,18324014509152681,So pretty 😍,1,2024-11-06 16:21:41
sonuraaz522,DBI8A0bzfS7,18256547659249678,🔥🔥🔥,1,2024-11-06 14:01:37
su.shil626,DBI8A0bzfS7,18048207295997780,So beautiful ❤️ looking for you.....,1,2024-11-06 01:48:34
bansal.666,DBI8A0bzfS7,17909890782028301,❤️❤️,1,2024-11-01 15:39:24
shaury_gupta_,DBI8A0bzfS7,17954640122728388,😍,1,2024-10-27 03:53:35
harshujaat002,DBI8A0bzfS7,18075956026515358,🔥🔥,1,2024-10-25 13:01:39
ashurjt,DBI8A0bzfS7,18032769290076400,Lovely 🤍🌺,1,2024-10-24 10:16:03
zeeshu_0507,DA_iuO5C4Qc,17937897230938893,Mast 😍,0,2024-12-04 03:53:35
narayan_singh_shatika,DA_iuO5C4Qc,17884768470072293,❤😘,0,2024-11-11 04:43:01
just.4.u.2.me,DA_iuO5C4Qc,18050623417796412,🌹🌹❤️❤️😘😘🫶🏻🫶🏻🫶🏻👌🏻👌🏻👌🏻👌🏻👌🏻💯💯🥰🥰🥰,1,2024-11-07 01:47:19
sonuraaz522,DA_iuO5C4Qc,17859152256282775,Hlo,1,2024-11-06 14:01:06
both2750,DA_iuO5C4Qc,18344709793182127,❤️❤️❤️😍😍😍😍,1,2024-11-06 11:10:47
jack__0517_,DA_iuO5C4Qc,18271596883217960,❤️🔥 look so petty 😍,2,2024-11-06 09:17:45
mr._jakeer__khan,DA_iuO5C4Qc,18203432353291565,❤️🙌,1,2024-11-06 08:35:12
surajkumar_63860,DA_iuO5C4Qc,18037629788227130,🔥,1,2024-11-06 02:22:06
akashdeep3974singh,DA_iuO5C4Qc,17857873554290732,Ur looking like Angel so beautiful,2,2024-11-05 08:02:54
mr___bittu__15,DA3WKbiyXvj,18150314731345248,"क्या तुम मैगी हो , 2 mint किसी को भी अपना बना लेते हो ... ✨😄",0,2024-12-24 04:11:34
kuldeepkuldeepshrma33,DA3WKbiyXvj,18081214312546675,Hello,1,2024-11-11 11:40:53
ha.bibullah5255,DA3WKbiyXvj,17935434950805692,❤️❤️❤️,1,2024-10-11 10:09:39
kabi_rsingh771,DA3WKbiyXvj,18078241117543871,😍😍😍😍,1,2024-10-11 01:15:59
dekumar7106,DA3WKbiyXvj,18073053781601178,👏👏👏👏👏,1,2024-10-10 08:35:46
ankush_msd0727,DA3WKbiyXvj,18015999623654298,..... Aakh.....❤️,1,2024-10-09 14:04:03
salim.haryana,DA3WKbiyXvj,18315326257089096,😮,1,2024-10-09 11:35:37
pinkykhowal_,DA3WKbiyXvj,18057713908757417,😍😍😍🔥,1,2024-10-09 01:10:10
faridabad623,DA3WKbiyXvj,17963846840806047,😍😍😍😍,1,2024-10-08 16:46:28
sheoran_shab_267,DA3WKbiyXvj,18050048377911620,❤️❤️❤️❤️❤️🔥,1,2024-10-08 14:26:52
angad2865kumar,DA0gI7VyGBU,17965915484698587,So cute looking 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,0,2024-12-11 17:44:06
gutam146,DA0gI7VyGBU,18027285029200864,❤️❤️🙌,0,2024-11-19 06:36:57
sanju_ustad_bikaner786,DA0gI7VyGBU,17917912397986138,😍,0,2024-11-14 14:57:22
tufail__choudhary,DA0gI7VyGBU,17872721004212030,You are so cute 🥰,1,2024-11-09 17:55:46
anjali_saini122112,DA0gI7VyGBU,18010626782463515,Khal se ho puch tha ❤️ nhi maga,0,2024-11-08 00:23:07
anjali_saini122112,DA0gI7VyGBU,17991954932572612,App kha se ho,1,2024-11-07 06:18:11
anjali_saini122112,DA0gI7VyGBU,18055453942731114,Song ak dam mast lgaya hai,2,2024-11-07 06:17:59
anjali_saini122112,DA0gI7VyGBU,18045645856891472,❤️❤️🔥🔥🔥🔥🔥🔥,2,2024-11-07 06:17:19
jitesh_rana_stronger,DA0gI7VyGBU,17926573868968690,❤️❤️,1,2024-10-28 14:01:09
shahrukh.max.58,DAX1JTLyEW9,17934612014808068,🙌🙌🙌🙌,1,2024-10-03 12:32:39
shahrukh.max.58,DAX1JTLyEW9,18253807000254837,🔥🔥🔥,1,2024-10-03 12:32:36
shahrukh.max.58,DAX1JTLyEW9,18276264292246903,Request accept kro yaar,1,2024-10-03 12:32:19
its_pooja5467,DAX1JTLyEW9,18044559652975758,❤️❤️,1,2024-09-27 10:24:21
_official_annu07,DAX1JTLyEW9,17873146278175768,😢😢😢😢,2,2024-09-26 10:39:21
itss_nihari689,DAX1JTLyEW9,18030861812065530,❤️💝,1,2024-09-26 10:25:04
disha.khowal,DAX1JTLyEW9,18354329134187253,❤️❤️,1,2024-09-26 08:27:57
_sameerahmad_._77,DATME1HyeWw,18048648242483484,❤️,0,2024-12-03 11:35:15
ramratan12342024,DATME1HyeWw,18065401519680182,Cute हो आप,0,2024-11-14 17:03:26
sanju_ustad_bikaner786,DATME1HyeWw,18360268669190543,❤️,0,2024-11-14 14:57:30
itz_manohar_up_22,DATME1HyeWw,18085172641506970,Nice jii 🤞,0,2024-10-17 15:21:01
bakshi_fitness,DATME1HyeWw,18140550979353749,👏👏,0,2024-10-01 10:07:47
disha.khowal,DATME1HyeWw,18352901503138600,❤️❤️,0,2024-09-26 08:27:41
sonam33466,DATME1HyeWw,17882571378081702,🔥🔥🔥🔥,0,2024-09-24 16:38:53
manavkhowal05,DATME1HyeWw,18299249368206363,🔥,0,2024-09-24 15:17:02
mr_saif_khan111,DAOm_YnSJd2,18469888873031570,🔥,0,2024-10-30 16:38:22
rajoragaurav695,DAOm_YnSJd2,18056004508803927,Kuch puchna hai,0,2024-10-16 09:29:19
_harsh_23100,DAOm_YnSJd2,17866867839227815,Hollywood movie dekh li😂,0,2024-10-12 12:09:54
mr_ajay.2021,DAOm_YnSJd2,18463389763032191,🔥🔥,0,2024-10-08 13:59:35
jay_choudhary_official,DAOm_YnSJd2,18130503022371533,🔥,0,2024-10-07 01:28:52
akash_khatana_302,DAOm_YnSJd2,17895107229073395,❤️❤️❤️❤️,0,2024-09-27 10:14:11
manavkhowal05,DAOm_YnSJd2,18031303385337340,🔥🔥,0,2024-09-24 15:23:23
manavkhowal05,DAOm_YnSJd2,18051583120862629,🔥🔥,0,2024-09-24 15:23:21
kingshu1247,C_S5RUuyCbY,18364365907140506,Msg me aayiye kuch baat krni h jruri,0,2024-12-06 16:48:13
pawarshrikantraju,C_S5RUuyCbY,17904385749073904,Apke armpits chatneka man krta hai😋😋,0,2024-12-06 02:32:59
official__ankit009,C_S5RUuyCbY,18169699444315707,❤️🔥,0,2024-11-28 15:16:52
santosh_prajapati6753,C_S5RUuyCbY,18091757392500685,❤️❤️❤️❤️,0,2024-11-13 12:58:48
ankit.hissar.24,C_S5RUuyCbY,18041320988511813,❤️😍😍❤️,0,2024-11-11 16:27:18
su.shil626,C_S5RUuyCbY,18009816128654294,Very nice 👌 looking for you,0,2024-11-06 01:46:48
iam_rajib_official,C_S5RUuyCbY,18024466874230715,Waoowww 🔥🔥,0,2024-10-31 04:51:30
gautamkashyap9089,C_S5RUuyCbY,17848920447283051,😍😍😍,0,2024-10-16 08:28:13
bablidubey572,C_S5RUuyCbY,18042720017493805,😍😍😍😍😍😍,0,2024-10-08 05:38:11
oya.insta,C-ISA3kCxze,17947973654890577,❤️❤️❤️❤️❤️❤️❤️,0,2024-10-31 06:15:15
disha.khowal,C-ISA3kCxze,17891284212014977,❤️,0,2024-09-26 08:28:59
disha.khowal,C-ISA3kCxze,18084009184503825,❤️,0,2024-09-26 08:28:58
disha.khowal,C-ISA3kCxze,17870972205122498,🔥🔥,0,2024-09-26 08:28:55
disha_singh2490,C-ISA3kCxze,18271436155168634,Love for me and my brother❤️😂,0,2024-08-04 10:32:38
pinkykhowal_,C-ISA3kCxze,18087717634462764,😍😍,1,2024-08-01 15:45:28
pinkykhowal_,C-ISA3kCxze,18065801704525309,❤️🙌🙌,1,2024-08-01 15:45:26
jayanti_devi001,C-Dhj2kz2n5,18037755770205791,Sach me bahut jyada beautiful lagte ho......🔥🔥🔥 really Sachi bol rhi hai🤵,0,2024-11-13 16:15:03
the_rajesh_agra,C-Dhj2kz2n5,17880574059176647,Are you a artist??,0,2024-11-09 12:14:55
malik_al_hind,C-Dhj2kz2n5,17958167156829462,😍😍 cutie pie 😻,0,2024-10-28 13:53:25
ajayparasar0,C-Dhj2kz2n5,18043353494010916,Cute😍😍,0,2024-10-11 08:21:14
i_am_anurag007,C-Dhj2kz2n5,17927939720841392,❤️,0,2024-10-07 06:46:42
i_am_anurag007,C-Dhj2kz2n5,17930949581941951,Osm,0,2024-10-07 06:46:39
pinkykhowal_,C-Dhj2kz2n5,17939321138764314,😍,0,2024-07-31 06:20:02
_sujal_g,C9H4wIsSiiN,18062709493661060,Hiii,0,2024-10-02 03:52:31
pinkykhowal_,C9H4wIsSiiN,18068054278550149,😂😂😂,0,2024-07-07 14:51:06
pinkykhowal_,C9H4wIsSiiN,18052798936735455,😂😂😂,0,2024-07-07 14:51:06
rajneesh2400kumar,C84Kas4SA67,18254336764260594,Happy birthday 🎂🎂🎂🎂🎂,0,2024-11-07 08:46:06
faridabad623,C84Kas4SA67,17928535661812078,Happy Birthday,0,2024-08-11 11:01:42
21broken_heart12,C84Kas4SA67,18032591519101188,Happy birthday 🎂🎂🎂🎂,0,2024-07-07 01:15:18
pinkykhowal_,C84Kas4SA67,17873352909081958,👏👏👏,2,2024-07-01 11:29:18
pinkykhowal_,C84Kas4SA67,17868972735116055,😍😍😍,2,2024-07-01 11:29:16
pinkykhowal_,C84Kas4SA67,18016008632373511,❤️❤️❤️,1,2024-07-01 11:29:14
pinkykhowal_,C84Kas4SA67,17929696139870196,😍😍😍,1,2024-07-01 11:29:13
pinkykhowal_,C84Kas4SA67,18009325712302772,😍😍😍🔥🔥🔥❤️❤️,1,2024-07-01 11:29:11
kritithakur7480,C8tyKvbya9h,17893883214084574,👍👍🤗🤗,0,2024-09-30 09:06:20
it_ankitduvey_,C8JSweWoXdZ,18467553790037626,So sweet of you 😘😘❤️,0,2024-11-17 07:10:50
ram_rohilla27938,C8JSweWoXdZ,18088311520507591,,0,2024-11-11 17:44:29
shahrukh.max.58,C8JSweWoXdZ,17848786539278461,👏👏👏,0,2024-10-03 12:32:58
shahrukh.max.58,C8JSweWoXdZ,18299102980202566,❤️❤️❤️❤️,0,2024-10-03 12:32:56
shahrukh.max.58,C8JSweWoXdZ,18045798028980152,Request accept kro yaar,0,2024-10-03 12:32:53
kripashankar606,C8JSweWoXdZ,18047174380791263,Wow nice 😍😍😍😍😍,0,2024-10-02 17:05:31
romanactor,C8JSweWoXdZ,18022298705397848,❤️,0,2024-10-02 07:40:42
_harsh_23100,C8JSweWoXdZ,18255120688252788,Hollywood wali movie dekhi😂,0,2024-09-30 18:19:52
sunil_kumar_05555,C7Gz5tcSoXa,17863569237201054,🇮🇳👑,0,2024-11-14 16:02:40
sunil_kumar_05555,C7Gz5tcSoXa,18281547919172600,"मुस्कुराना सबसे अच्छा मेकअप होता है,
इसे जो लगा ले वह सबसे सुंदर होता है",0,2024-11-14 16:02:34
manavkhowal05,C7Gz5tcSoXa,17878006683057327,Meri maa..😟,0,2024-08-03 04:47:19
jatav.16718,C7Gz5tcSoXa,17917466138949923,😮😮😮❤️❤️❤️,0,2024-07-16 18:17:55
pinkykhowal_,C7Gz5tcSoXa,18017948912211262,😢😢😢😢,1,2024-05-18 14:25:29
shubhiyadav9769,C7Gz5tcSoXa,18332601148191404,❤️❤️,1,2024-05-18 10:33:06
it_ankitduvey_,CyczGGiJ6hH,18091780399499618,Gawo ki achchi lagti yaar 😂❤️❤️,0,2024-11-17 07:11:21
aapke_dil_ki_aawaj,CyczGGiJ6hH,18086930503460296,😂😂😂,0,2024-06-13 07:01:28
monster_shooter12,CyczGGiJ6hH,17992726745296122,AAP MERI SISTER BANOGE PLEASE SISTERS,0,2024-01-09 06:25:21
__vishal__alone_boy,CyczGGiJ6hH,18370063315074106,Dikhana kya chate ho,0,2024-01-02 01:54:29
manavkhowal05,CyczGGiJ6hH,18244059235231391,❤️,0,2023-10-24 08:31:48
1love12024,CstA2JaJfvS,18145966240348103,Hi ji❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1,2024-11-23 15:40:05
nikhi_ldarji,CstA2JaJfvS,17970505985620852,Follow me,0,2023-10-10 02:36:14
isqh_sikandar,CstA2JaJfvS,18045460345508259,❤️,0,2023-10-09 04:55:49
shiv_sakti1234,CstA2JaJfvS,17910628940680961,🔥🔥🔥🔥,0,2023-05-26 12:09:35
